Timestamp,EAR,MOR,Tilt Angle,PERCLOS,FOM,Fatigue
2024-12-05 13:53:53,N/A,0.0,N/A,N/A,N/A,No Fatigue,No
2024-12-05 13:53:54,0.29,0.38,91.71,40.0,0,No Fatigue,No
2024-12-05 13:53:54,0.3,0.39,91.71,36.67,0,No Fatigue,No
2024-12-05 13:53:54,0.24,0.42,90.86,33.33,0,No Fatigue,No
2024-12-05 13:53:54,0.26,0.41,90.86,30.0,0,No Fatigue,No
2024-12-05 13:53:54,0.28,0.39,91.71,26.67,0,No Fatigue,No
2024-12-05 13:53:55,0.27,0.41,90.86,26.67,0,No Fatigue,No
2024-12-05 13:53:55,0.14,0.44,90.83,30.0,0,No Fatigue,No
2024-12-05 13:53:55,0.29,0.46,90.0,30.0,1,No Fatigue,No
2024-12-05 13:53:55,0.32,0.43,90.81,26.67,1,No Fatigue,No
2024-12-05 13:53:55,0.31,0.44,89.17,23.33,1,No Fatigue,No
2024-12-05 13:53:55,0.32,0.4,90.0,20.0,1,No Fatigue,No
2024-12-05 13:53:56,0.17,0.38,90.0,20.0,1,No Fatigue,No
2024-12-05 13:53:56,0.31,0.39,90.84,16.67,1,No Fatigue,No
2024-12-05 13:53:58,0.28,0.39,90.83,6.67,1,No Fatigue,No
2024-12-05 13:53:58,0.3,0.41,90.0,6.67,1,No Fatigue,No
2024-12-05 13:53:58,0.31,0.42,90.0,6.67,1,No Fatigue,No
2024-12-05 13:53:58,0.17,0.34,89.14,10.0,1,No Fatigue,No
2024-12-05 13:53:58,0.26,0.35,88.41,10.0,1,No Fatigue,No
2024-12-05 13:53:58,0.28,0.44,87.65,10.0,1,No Fatigue,No
2024-12-05 13:53:59,0.14,0.38,89.16,13.33,1,No Fatigue,No
2024-12-05 13:53:59,0.22,0.33,90.86,16.67,1,No Fatigue,No
2024-12-05 13:53:59,0.27,0.27,91.71,16.67,1,No Fatigue,No
2024-12-05 13:53:59,0.26,0.3,90.87,16.67,1,No Fatigue,No
2024-12-05 13:53:59,0.26,0.28,92.56,16.67,1,No Fatigue,No
2024-12-05 13:53:59,0.27,0.29,94.14,16.67,1,No Fatigue,No
2024-12-05 13:54:00,0.19,0.27,92.45,16.67,1,No Fatigue,No
2024-12-05 13:54:00,0.28,0.27,92.32,16.67,1,No Fatigue,No
2024-12-05 13:54:00,0.33,0.3,90.78,16.67,1,No Fatigue,No
2024-12-05 13:54:00,0.27,0.5,90.76,16.67,2,No Fatigue,No
2024-12-05 13:54:00,0.31,0.51,93.97,16.67,2,No Fatigue,No
2024-12-05 13:54:00,0.3,0.42,92.56,13.33,2,No Fatigue,No
2024-12-05 13:54:01,0.32,0.37,91.68,13.33,2,No Fatigue,No
2024-12-05 13:54:01,0.29,0.32,90.0,13.33,2,No Fatigue,No
2024-12-05 13:54:01,0.28,0.32,89.16,13.33,2,Hand Covering Mouth,Yes
2024-12-05 13:54:01,0.28,0.32,90.83,13.33,2,Hand Covering Mouth,Yes
2024-12-05 13:54:01,0.28,0.32,90.83,13.33,2,Hand Covering Mouth,Yes
2024-12-05 13:54:01,0.26,0.32,90.0,13.33,2,Hand Covering Mouth,Yes
2024-12-05 13:54:02,0.27,0.32,90.0,13.33,2,Hand Covering Mouth,Yes
2024-12-05 13:54:02,0.17,0.32,90.86,16.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:02,0.27,0.32,90.0,16.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:02,0.31,0.32,90.86,16.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:02,0.31,0.32,90.0,16.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:02,0.28,0.32,90.0,16.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:03,0.29,0.32,90.0,16.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:03,0.14,0.32,90.86,20.0,2,Hand Covering Mouth,Yes
2024-12-05 13:54:03,0.29,0.32,90.0,20.0,2,Hand Covering Mouth,Yes
2024-12-05 13:54:03,0.27,0.32,90.91,16.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:03,0.26,0.32,89.16,16.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:03,0.28,0.32,93.32,16.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:04,0.28,0.32,94.83,13.33,2,Hand Covering Mouth,Yes
2024-12-05 13:54:04,0.31,0.32,93.32,10.0,2,Hand Covering Mouth,Yes
2024-12-05 13:54:04,0.29,0.32,94.14,10.0,2,Hand Covering Mouth,Yes
2024-12-05 13:54:04,0.26,0.32,95.04,10.0,2,Hand Covering Mouth,Yes
2024-12-05 13:54:04,0.26,0.32,94.97,10.0,2,Hand Covering Mouth,Yes
2024-12-05 13:54:04,0.26,0.32,94.14,10.0,2,Hand Covering Mouth,Yes
2024-12-05 13:54:05,0.31,0.32,94.14,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:05,0.25,0.32,94.14,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:05,0.23,0.32,94.09,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:05,0.29,0.32,93.37,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:05,0.28,0.32,90.86,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:05,0.29,0.32,95.55,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:05,0.27,0.32,92.56,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:06,0.28,0.32,91.74,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:06,0.28,0.32,92.56,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:06,0.28,0.32,93.47,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:06,0.29,0.32,91.74,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:06,N/A,0.0,N/A,N/A,N/A,No Fatigue,No
2024-12-05 13:54:06,N/A,0.0,N/A,N/A,N/A,No Fatigue,No
2024-12-05 13:54:07,N/A,0.0,N/A,N/A,N/A,No Fatigue,No
2024-12-05 13:54:07,N/A,0.0,N/A,N/A,N/A,No Fatigue,No
2024-12-05 13:54:07,N/A,0.0,N/A,N/A,N/A,No Fatigue,No
2024-12-05 13:54:07,0.36,0.32,91.91,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:07,0.28,0.32,85.91,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:07,0.26,0.32,94.03,3.33,2,Hand Covering Mouth,Yes
2024-12-05 13:54:08,0.21,0.32,91.74,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:08,0.21,0.32,92.53,10.0,2,Hand Covering Mouth,Yes
2024-12-05 13:54:08,0.25,0.32,91.74,10.0,2,Hand Covering Mouth,Yes
2024-12-05 13:54:08,0.28,0.32,90.88,10.0,2,Hand Covering Mouth,Yes
2024-12-05 13:54:08,0.27,0.32,86.68,10.0,2,Hand Covering Mouth,Yes
2024-12-05 13:54:08,0.28,0.32,91.79,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:09,0.28,0.32,90.91,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:09,0.27,0.32,91.79,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:09,0.27,0.32,92.73,6.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:09,0.13,0.32,91.76,10.0,2,Hand Covering Mouth,Yes
2024-12-05 13:54:09,0.24,0.32,91.68,10.0,2,Hand Covering Mouth,Yes
2024-12-05 13:54:09,0.21,0.32,87.58,13.33,2,Hand Covering Mouth,Yes
2024-12-05 13:54:10,0.23,0.32,87.55,16.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:10,0.23,0.32,95.55,16.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:10,0.26,0.32,89.14,16.67,2,Hand Covering Mouth,Yes
2024-12-05 13:54:10,0.22,0.32,90.0,20.0,2,Hand Covering Mouth,Yes
2024-12-05 13:54:10,0.26,0.57,89.2,20.0,3,No Fatigue,No
2024-12-05 13:54:10,0.23,0.64,94.45,20.0,3,No Fatigue,No
2024-12-05 13:54:11,0.2,0.65,96.56,23.33,3,No Fatigue,No
2024-12-05 13:54:11,0.2,0.67,99.04,26.67,3,No Fatigue,No
2024-12-05 13:54:11,0.27,0.63,99.23,26.67,4,No Fatigue,No
2024-12-05 13:54:11,0.22,0.6,97.5,30.0,4,No Fatigue,No
2024-12-05 13:54:11,0.22,0.67,97.05,33.33,4,No Fatigue,No
2024-12-05 13:54:11,0.22,0.73,93.77,36.67,5,No Fatigue,No
2024-12-05 13:54:12,0.23,0.67,90.71,40.0,5,No Fatigue,No
2024-12-05 13:54:12,0.22,0.67,89.3,43.33,5,No Fatigue,No
2024-12-05 13:54:12,0.18,0.73,89.35,46.67,6,No Fatigue,No
2024-12-05 13:54:12,0.2,0.6,90.73,50.0,6,No Fatigue,No
2024-12-05 13:54:12,0.23,0.7,92.12,53.33,6,No Fatigue,No
2024-12-05 13:54:12,0.2,0.73,95.44,56.67,7,No Fatigue,No
2024-12-05 13:54:13,0.23,0.69,94.71,56.67,7,No Fatigue,No
2024-12-05 13:54:13,0.2,0.72,95.14,56.67,7,No Fatigue,No
2024-12-05 13:54:13,0.2,0.71,95.51,60.0,8,No Fatigue,No
2024-12-05 13:54:13,0.22,0.71,96.12,63.33,8,No Fatigue,No
2024-12-05 13:54:13,0.21,0.76,97.05,66.67,8,No Fatigue,No
2024-12-05 13:54:14,0.21,0.73,96.82,70.0,9,No Fatigue,No
2024-12-05 13:54:14,0.19,0.73,96.63,73.33,9,Fatigue Detected,No
2024-12-05 13:54:14,0.19,0.49,93.81,76.67,9,Fatigue Detected,No
2024-12-05 13:54:14,0.22,0.71,93.33,80.0,9,Fatigue Detected,No
2024-12-05 13:54:14,0.19,0.77,92.02,80.0,10,Fatigue Detected,No
2024-12-05 13:54:14,0.21,0.71,91.97,83.33,10,Fatigue Detected,No
2024-12-05 13:54:14,0.22,0.73,92.66,83.33,10,Fatigue Detected,No
2024-12-05 13:54:15,0.2,0.76,93.69,83.33,10,Fatigue Detected,No
2024-12-05 13:54:15,0.22,0.65,94.09,86.67,10,Fatigue Detected,No
2024-12-05 13:54:15,0.19,0.71,95.31,90.0,10,Fatigue Detected,No
2024-12-05 13:54:15,0.18,0.7,95.38,90.0,10,Fatigue Detected,No
2024-12-05 13:54:15,0.2,0.67,94.09,93.33,10,Fatigue Detected,No
2024-12-05 13:54:15,0.19,0.67,94.09,96.67,10,Fatigue Detected,No
2024-12-05 13:54:16,0.2,0.68,95.51,96.67,10,Fatigue Detected,No
2024-12-05 13:54:16,0.19,0.63,96.95,96.67,10,Fatigue Detected,No
2024-12-05 13:54:16,0.16,0.61,97.37,100.0,10,Fatigue Detected,No
2024-12-05 13:54:16,0.2,0.57,90.0,100.0,10,Fatigue Detected,No
2024-12-05 13:54:16,0.19,0.46,94.29,100.0,10,Fatigue Detected,No
2024-12-05 13:54:16,0.2,0.46,89.32,100.0,10,Hand Covering Mouth,Yes
2024-12-05 13:54:17,0.17,0.46,94.18,100.0,10,Hand Covering Mouth,Yes
2024-12-05 13:54:17,0.16,0.46,90.75,100.0,10,Hand Covering Mouth,Yes
2024-12-05 13:54:17,0.19,0.46,96.17,100.0,10,Hand Covering Mouth,Yes
2024-12-05 13:54:17,0.18,0.46,93.92,100.0,10,Hand Covering Mouth,Yes
2024-12-05 13:54:17,0.17,0.46,93.49,100.0,10,Hand Covering Mouth,Yes
2024-12-05 13:54:17,0.17,0.46,96.61,100.0,10,Hand Covering Mouth,Yes
2024-12-05 13:54:18,0.14,0.46,89.23,100.0,10,Hand Covering Mouth,Yes
2024-12-05 13:54:18,0.15,0.46,92.42,100.0,10,Hand Covering Mouth,Yes
2024-12-05 13:54:18,0.21,0.46,94.9,100.0,10,Hand Covering Mouth,Yes
2024-12-05 13:54:18,0.2,0.31,94.4,100.0,10,No Fatigue,No
2024-12-05 13:54:18,0.2,0.42,95.55,100.0,10,No Fatigue,No
2024-12-05 13:54:18,0.25,0.38,94.9,96.67,10,No Fatigue,No
2024-12-05 13:54:19,0.25,0.3,93.37,93.33,10,No Fatigue,No
2024-12-05 13:54:19,0.26,0.29,90.87,90.0,10,No Fatigue,No
2024-12-05 13:54:19,0.26,0.29,89.12,86.67,10,No Fatigue,No
2024-12-05 13:54:19,0.25,0.27,89.1,83.33,10,No Fatigue,No
2024-12-05 13:54:19,0.25,0.27,89.1,80.0,10,No Fatigue,No
2024-12-05 13:54:20,0.26,0.28,89.1,76.67,10,No Fatigue,No
2024-12-05 13:54:20,0.26,0.24,88.21,73.33,10,No Fatigue,No
2024-12-05 13:54:20,0.26,0.28,88.21,70.0,10,No Fatigue,No
2024-12-05 13:54:20,0.27,0.27,89.1,66.67,10,No Fatigue,No
2024-12-05 13:54:20,0.28,0.29,89.1,63.33,10,No Fatigue,No
2024-12-05 13:54:20,0.27,0.27,88.21,60.0,10,No Fatigue,No
2024-12-05 13:54:20,0.26,0.29,90.0,56.67,10,No Fatigue,No
2024-12-05 13:54:21,0.29,0.28,90.0,53.33,10,No Fatigue,No
2024-12-05 13:54:21,0.31,0.28,90.0,50.0,10,No Fatigue,No
2024-12-05 13:54:21,0.31,0.27,89.12,46.67,10,No Fatigue,No
2024-12-05 13:54:21,0.29,0.26,90.0,43.33,10,No Fatigue,No
2024-12-05 13:54:21,0.3,0.29,89.12,40.0,10,No Fatigue,No
2024-12-05 13:54:21,0.21,0.29,89.13,40.0,10,No Fatigue,No
2024-12-05 13:54:21,0.31,0.29,90.0,36.67,10,No Fatigue,No
2024-12-05 13:54:22,0.33,0.29,90.87,33.33,10,No Fatigue,No
2024-12-05 13:54:22,0.29,0.29,90.0,30.0,10,No Fatigue,No
2024-12-05 13:54:22,0.3,0.31,90.0,26.67,10,No Fatigue,No
2024-12-05 13:54:22,0.29,0.29,90.87,23.33,10,No Fatigue,No
2024-12-05 13:54:22,0.33,0.31,90.0,20.0,10,No Fatigue,No
2024-12-05 13:54:22,0.32,0.28,90.0,16.67,10,No Fatigue,No
2024-12-05 13:54:23,0.29,0.29,90.87,13.33,10,No Fatigue,No
2024-12-05 13:54:23,0.29,0.29,90.0,10.0,10,No Fatigue,No
2024-12-05 13:54:23,0.3,0.31,90.0,6.67,10,No Fatigue,No
2024-12-05 13:54:23,0.32,0.29,90.0,3.33,10,No Fatigue,No
2024-12-05 13:54:23,0.31,0.29,90.0,3.33,10,No Fatigue,No
2024-12-05 13:54:23,0.18,0.28,90.0,6.67,10,No Fatigue,No
2024-12-05 13:54:24,0.32,0.29,89.13,6.67,10,No Fatigue,No
2024-12-05 13:54:24,0.34,0.29,90.87,6.67,10,No Fatigue,No
2024-12-05 13:54:24,0.33,0.29,90.0,6.67,10,No Fatigue,No
2024-12-05 13:54:24,0.3,0.29,90.87,6.67,10,No Fatigue,No
2024-12-05 13:54:24,0.3,0.29,90.0,6.67,10,No Fatigue,No
2024-12-05 13:54:24,0.3,0.3,90.0,6.67,10,No Fatigue,No
2024-12-05 13:54:24,0.31,0.3,90.0,6.67,10,No Fatigue,No
2024-12-05 13:54:25,0.22,0.3,90.87,10.0,10,No Fatigue,No
2024-12-05 13:54:25,0.34,0.29,91.76,10.0,10,No Fatigue,No
2024-12-05 13:54:25,0.15,0.29,93.63,13.33,10,No Fatigue,No
2024-12-05 13:54:25,0.34,0.31,94.84,13.33,10,No Fatigue,No
2024-12-05 13:54:25,0.22,0.29,98.43,16.67,10,No Fatigue,No
2024-12-05 13:54:25,0.29,0.27,100.2,16.67,10,No Fatigue,No
2024-12-05 13:54:26,0.31,0.27,100.41,16.67,10,No Fatigue,No
2024-12-05 13:54:26,0.31,0.29,101.31,16.67,10,No Fatigue,No
2024-12-05 13:54:26,0.32,0.31,100.2,16.67,10,No Fatigue,No
2024-12-05 13:54:26,0.32,0.31,100.2,13.33,10,No Fatigue,No
2024-12-05 13:54:26,0.34,0.31,100.2,13.33,10,No Fatigue,No
2024-12-05 13:54:26,0.31,0.29,101.31,13.33,10,No Fatigue,No
2024-12-05 13:54:26,0.32,0.3,101.31,13.33,10,No Fatigue,No
2024-12-05 13:54:27,0.32,0.28,101.53,13.33,10,No Fatigue,No
2024-12-05 13:54:27,0.3,0.28,101.31,13.33,10,No Fatigue,No
2024-12-05 13:54:27,0.3,0.31,101.31,13.33,10,No Fatigue,No
2024-12-05 13:54:27,0.24,0.31,110.43,13.33,10,No Fatigue,No
2024-12-05 13:54:27,0.33,0.36,117.3,13.33,10,No Fatigue,No
2024-12-05 13:54:27,0.26,0.33,116.1,13.33,10,No Fatigue,No
2024-12-05 13:54:28,0.25,0.42,110.97,13.33,10,No Fatigue,No
2024-12-05 13:54:28,0.26,0.32,102.43,13.33,10,No Fatigue,No
2024-12-05 13:54:28,0.3,0.3,98.28,13.33,10,No Fatigue,No
2024-12-05 13:54:28,0.29,0.3,96.46,10.0,10,No Fatigue,No
2024-12-05 13:54:28,0.27,0.29,96.34,10.0,10,No Fatigue,No
2024-12-05 13:54:28,0.27,0.28,95.29,10.0,10,No Fatigue,No
2024-12-05 13:54:28,0.21,0.3,96.46,13.33,10,No Fatigue,No
2024-12-05 13:54:29,0.29,0.31,96.23,13.33,10,No Fatigue,No
2024-12-05 13:54:29,0.3,0.3,97.99,13.33,10,No Fatigue,No
2024-12-05 13:54:29,0.29,0.32,96.01,13.33,10,No Fatigue,No
2024-12-05 13:54:29,0.31,0.32,97.0,13.33,10,No Fatigue,No
2024-12-05 13:54:29,0.27,0.33,97.13,10.0,10,No Fatigue,No
2024-12-05 13:54:29,0.25,0.3,97.85,10.0,10,No Fatigue,No
2024-12-05 13:54:30,0.27,0.3,97.0,6.67,10,No Fatigue,No
2024-12-05 13:54:30,0.27,0.32,96.77,6.67,10,No Fatigue,No
2024-12-05 13:54:30,0.25,0.3,98.53,3.33,10,No Fatigue,No
2024-12-05 13:54:30,0.31,0.32,99.62,3.33,10,No Fatigue,No
2024-12-05 13:54:30,0.28,0.29,99.62,3.33,10,No Fatigue,No
2024-12-05 13:54:31,0.3,0.29,98.67,3.33,10,No Fatigue,No
2024-12-05 13:54:31,0.31,0.29,98.67,3.33,10,No Fatigue,No
2024-12-05 13:54:31,0.26,0.3,99.78,3.33,10,No Fatigue,No
2024-12-05 13:54:31,0.27,0.29,98.67,3.33,10,No Fatigue,No
2024-12-05 13:54:31,0.27,0.29,99.62,3.33,10,No Fatigue,No
2024-12-05 13:54:31,0.27,0.29,99.78,3.33,10,No Fatigue,No
2024-12-05 13:54:32,0.27,0.29,98.82,3.33,10,No Fatigue,No
2024-12-05 13:54:32,0.32,0.3,99.78,3.33,10,No Fatigue,No
2024-12-05 13:54:32,0.3,0.31,99.95,3.33,10,No Fatigue,No
2024-12-05 13:54:32,0.17,0.32,98.82,6.67,10,No Fatigue,No
2024-12-05 13:54:32,0.22,0.3,96.88,10.0,10,No Fatigue,No
2024-12-05 13:54:33,0.25,0.3,97.99,10.0,10,No Fatigue,No
2024-12-05 13:54:33,0.22,0.3,97.72,13.33,10,No Fatigue,No
2024-12-05 13:54:33,0.28,0.3,97.72,13.33,10,No Fatigue,No
2024-12-05 13:54:33,0.25,0.29,98.53,13.33,10,No Fatigue,No
2024-12-05 13:54:33,0.28,0.31,97.59,13.33,10,No Fatigue,No
2024-12-05 13:54:33,0.29,0.29,99.16,13.33,10,No Fatigue,No
2024-12-05 13:54:34,0.25,0.31,98.53,13.33,10,No Fatigue,No
2024-12-05 13:54:34,0.26,0.3,100.39,10.0,10,No Fatigue,No
2024-12-05 13:54:34,0.26,0.3,99.62,10.0,10,No Fatigue,No
2024-12-05 13:54:34,0.25,0.3,99.62,10.0,10,No Fatigue,No
2024-12-05 13:54:34,0.23,0.32,99.46,13.33,10,No Fatigue,No
2024-12-05 13:54:34,0.24,0.33,100.56,13.33,10,No Fatigue,No
2024-12-05 13:54:35,0.2,0.3,101.11,16.67,10,No Fatigue,No
2024-12-05 13:54:35,0.25,0.31,98.28,16.67,10,No Fatigue,No
2024-12-05 13:54:35,0.17,0.29,96.23,20.0,10,No Fatigue,No
2024-12-05 13:54:35,0.26,0.29,94.09,20.0,10,No Fatigue,No
2024-12-05 13:54:35,0.2,0.29,92.96,23.33,10,No Fatigue,No
2024-12-05 13:54:36,0.23,0.3,95.91,26.67,10,No Fatigue,No
2024-12-05 13:54:36,0.22,0.3,97.13,30.0,10,No Fatigue,No
2024-12-05 13:54:36,0.24,0.28,94.93,30.0,10,No Fatigue,No
2024-12-05 13:54:36,0.29,0.3,93.81,30.0,10,No Fatigue,No
2024-12-05 13:54:36,0.18,0.3,95.71,33.33,10,No Fatigue,No
2024-12-05 13:54:37,0.24,0.3,96.65,33.33,10,No Fatigue,No
2024-12-05 13:54:37,0.26,0.31,95.62,33.33,10,No Fatigue,No
2024-12-05 13:54:37,0.26,0.33,95.62,33.33,10,No Fatigue,No
2024-12-05 13:54:37,0.25,0.3,96.65,33.33,10,No Fatigue,No
2024-12-05 13:54:37,0.24,0.33,96.65,33.33,10,No Fatigue,No
2024-12-05 13:54:37,0.25,0.33,95.62,33.33,10,No Fatigue,No
2024-12-05 13:54:38,0.25,0.34,95.62,30.0,10,No Fatigue,No
2024-12-05 13:54:38,0.18,0.31,96.55,30.0,10,No Fatigue,No
2024-12-05 13:54:38,0.23,0.32,95.62,33.33,10,No Fatigue,No
2024-12-05 13:54:38,0.22,0.33,96.65,33.33,10,No Fatigue,No
2024-12-05 13:54:38,0.24,0.31,95.71,33.33,10,No Fatigue,No
2024-12-05 13:54:38,0.16,0.31,95.81,36.67,10,No Fatigue,No
2024-12-05 13:54:39,0.15,0.3,95.71,40.0,10,No Fatigue,No
2024-12-05 13:54:39,0.19,0.3,95.71,43.33,10,No Fatigue,No
2024-12-05 13:54:39,0.18,0.31,93.81,46.67,10,No Fatigue,No
2024-12-05 13:54:39,0.19,0.3,95.71,50.0,10,No Fatigue,No
2024-12-05 13:54:39,0.19,0.31,95.71,53.33,10,No Fatigue,No
2024-12-05 13:54:39,0.22,0.32,95.81,56.67,10,No Fatigue,No
2024-12-05 13:54:40,0.23,0.31,94.76,56.67,10,No Fatigue,No
2024-12-05 13:54:40,0.25,0.35,95.62,56.67,10,No Fatigue,No
2024-12-05 13:54:40,0.26,0.32,95.62,53.33,10,No Fatigue,No
2024-12-05 13:54:40,0.21,0.33,95.71,56.67,10,No Fatigue,No
2024-12-05 13:54:40,0.22,0.33,95.71,56.67,10,No Fatigue,No
2024-12-05 13:54:40,0.22,0.3,96.65,60.0,10,No Fatigue,No
2024-12-05 13:54:41,0.21,0.3,96.55,60.0,10,No Fatigue,No
2024-12-05 13:54:41,0.21,0.3,95.71,60.0,10,No Fatigue,No
2024-12-05 13:54:41,0.21,0.3,95.81,60.0,10,No Fatigue,No
2024-12-05 13:54:41,0.23,0.31,95.71,63.33,10,No Fatigue,No
2024-12-05 13:54:41,0.23,0.3,95.71,66.67,10,No Fatigue,No
2024-12-05 13:54:41,0.24,0.3,96.65,63.33,10,No Fatigue,No
2024-12-05 13:54:42,0.25,0.31,95.71,63.33,10,No Fatigue,No
2024-12-05 13:54:42,0.25,0.3,96.55,63.33,10,No Fatigue,No
2024-12-05 13:54:42,0.25,0.3,96.55,63.33,10,No Fatigue,No
2024-12-05 13:54:42,0.25,0.3,95.71,63.33,10,No Fatigue,No
2024-12-05 13:54:42,0.22,0.3,96.65,66.67,10,No Fatigue,No
2024-12-05 13:54:42,0.17,0.3,96.77,70.0,10,No Fatigue,No
2024-12-05 13:54:43,0.19,0.3,96.55,73.33,10,No Fatigue,No
2024-12-05 13:54:43,0.24,0.3,95.62,70.0,10,No Fatigue,No
2024-12-05 13:54:43,0.26,0.3,96.65,66.67,10,No Fatigue,No
2024-12-05 13:54:43,0.26,0.33,95.71,63.33,10,No Fatigue,No
2024-12-05 13:54:43,0.26,0.3,96.55,63.33,10,No Fatigue,No
2024-12-05 13:54:43,0.25,0.31,96.65,60.0,10,No Fatigue,No
2024-12-05 13:54:44,0.26,0.3,95.71,56.67,10,No Fatigue,No
2024-12-05 13:54:44,0.26,0.3,96.65,53.33,10,No Fatigue,No
2024-12-05 13:54:44,0.27,0.3,96.65,50.0,10,No Fatigue,No
2024-12-05 13:54:44,0.29,0.28,95.71,46.67,10,No Fatigue,No
2024-12-05 13:54:44,0.3,0.29,95.81,43.33,10,No Fatigue,No
2024-12-05 13:54:44,0.16,0.29,95.71,43.33,10,No Fatigue,No
2024-12-05 13:54:44,0.26,0.29,95.81,40.0,10,No Fatigue,No
2024-12-05 13:54:45,0.25,0.3,95.81,40.0,10,No Fatigue,No
2024-12-05 13:54:45,0.3,0.29,93.88,40.0,10,No Fatigue,No
2024-12-05 13:54:45,0.29,0.28,93.95,36.67,10,No Fatigue,No
2024-12-05 13:54:45,0.3,0.28,94.84,33.33,10,No Fatigue,No
2024-12-05 13:54:45,0.32,0.28,93.69,30.0,10,No Fatigue,No
2024-12-05 13:54:45,0.3,0.29,95.62,26.67,10,No Fatigue,No
2024-12-05 13:54:46,0.14,0.31,96.65,26.67,10,No Fatigue,No
2024-12-05 13:54:46,0.29,0.31,95.53,23.33,10,No Fatigue,No
2024-12-05 13:54:46,0.28,0.3,97.35,20.0,10,No Fatigue,No
2024-12-05 13:54:46,0.29,0.28,91.88,16.67,10,No Fatigue,No
2024-12-05 13:54:46,0.3,0.28,86.25,16.67,10,No Fatigue,No
2024-12-05 13:54:46,0.32,0.28,82.35,16.67,10,Hand Covering Mouth,Yes
2024-12-05 13:54:46,0.3,0.28,79.22,16.67,10,Hand Covering Mouth,Yes
2024-12-05 13:54:47,0.29,0.28,81.38,16.67,10,Hand Covering Mouth,Yes
2024-12-05 13:54:47,0.29,0.28,80.39,16.67,10,Hand Covering Mouth,Yes
2024-12-05 13:54:47,0.29,0.28,80.25,13.33,10,Hand Covering Mouth,Yes
2024-12-05 13:54:47,0.28,0.28,79.22,10.0,10,Hand Covering Mouth,Yes
2024-12-05 13:54:47,0.3,0.28,81.25,6.67,10,Hand Covering Mouth,Yes
2024-12-05 13:54:47,0.24,0.28,81.12,6.67,10,Hand Covering Mouth,Yes
2024-12-05 13:54:48,0.23,0.28,82.0,6.67,10,Hand Covering Mouth,Yes
2024-12-05 13:54:48,0.28,0.28,81.51,6.67,10,Hand Covering Mouth,Yes
2024-12-05 13:54:48,0.27,0.28,82.98,6.67,10,Hand Covering Mouth,Yes
2024-12-05 13:54:48,0.29,0.28,83.48,6.67,10,Hand Covering Mouth,Yes
2024-12-05 13:54:48,0.26,0.28,84.47,6.67,10,Hand Covering Mouth,Yes
2024-12-05 13:54:49,0.12,0.28,86.12,10.0,10,Hand Covering Mouth,Yes
2024-12-05 13:54:49,0.29,0.28,86.42,10.0,10,Hand Covering Mouth,Yes
2024-12-05 13:54:49,0.25,0.2,82.76,10.0,10,No Fatigue,No
2024-12-05 13:54:49,0.22,0.2,94.61,13.33,10,No Fatigue,No
2024-12-05 13:54:49,0.24,0.14,97.47,10.0,10,No Fatigue,No
2024-12-05 13:54:49,0.18,0.17,100.39,13.33,10,No Fatigue,No
2024-12-05 13:54:50,0.25,0.11,99.46,13.33,10,No Fatigue,No
2024-12-05 13:54:50,0.22,0.13,98.97,16.67,10,No Fatigue,No
2024-12-05 13:54:50,0.2,0.12,98.97,20.0,10,No Fatigue,No
2024-12-05 13:54:50,0.22,0.14,100.12,23.33,10,No Fatigue,No
2024-12-05 13:54:50,0.24,0.18,99.95,23.33,10,No Fatigue,No
2024-12-05 13:54:50,0.19,0.25,104.28,26.67,10,No Fatigue,No
2024-12-05 13:54:51,0.24,0.25,103.57,23.33,10,Hand Covering Mouth,Yes
2024-12-05 13:54:51,0.33,0.25,107.61,23.33,10,Hand Covering Mouth,Yes
